Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
KVIX SS Equity,KVIX AB, ,0,2508000,0,0.4004,-15362000,-217.0363,-32.3997
KWE CN Equity,KWESST MICRO SYSTEMS INC,2477736,-101330,5617148,5.3804,0.6192,-9799373,-85.6097,-37.1967
KD US Equity,KYNDRYL HOLDINGS INC, ,-651000000,10590000128,39.1407,1.0344,-2000000,-3.0833,1.7505
LTX CN Equity,LABRADOR RESOURCES INC,0,-744868,1167177,71.3337,13.7603,-92295,-23.2896,-19.3666
LBWR US Equity,LABWIRE INC, , , , , , , , 
LAGRB SS Equity,LAGERCRANTZ GROUP AB-B SHS,0,-91000000,9841999872,33.0929,1.1252,1256000000,9.8126, 
LRCX US Equity,LAM RESEARCH CORP,1902444032,-396670016,18744727552,26.5853,2.9696,4263912960,20.4004,10.0794
LMMY US Equity,LAMY, , ,27453,207.9918,0.915,-26243,-80.0254, 
LNDNS US Equity,LANDA APP 2 INT SER - 3192 L, , , , , , , , 
LMBLS US Equity,LANDA APP 3 LLC 6696 MABLETO, , , , , , , , 
LTRX US Equity,LANTRONIX INC,20282000,-1479000,136208000,19.493,2.9497,-2862000,-3.1379,0.7015
ALLGO FP Equity,LARGO SA, ,-78000,12203284,31.5298,2.0413,-5102748,-34.7644,1.7186
LTCH US Equity,LATCH INC,54933000,-2239000,316662016,0,6.3001,-165242000,-42.3708,-2.1699
LTTC US Equity,LATTICE INC,1159632,-34970,3572978,114.5833,0.1983,-2930196,-123.112,-33.2035
LSCC US Equity,LATTICE SEMICONDUCTOR CORP,159770000,-20098000,840894016,1.9396,3.7777,212270000,31.6004,32.3157
LVIDE NA Equity,LAVIDE HOLDING NV, , ,1000,21900,0.0093,-202000, ,-126.306
LEADD FH Equity,LEADDESK OYJ, ,-2955853,31939810,23.7253,0.7678,-1090237,-5.2072,3.0206
LTG LN Equity,LEARNING TECHNOLOGIES GROUP, ,-1192000,747710976,21.7211,1.2765,58282000,3.6253,5.2055
LSS FP Equity,LECTRA,51301000,-3239000,809217984,15.9794,1.3016,48450000,4.1243,3.7298
LEDIBOND DC Equity,LED IBOND INTERNATIONAL A/S,0,-3094000,33945000,24.1862,0.9027,-18172000,-53.7912,-11.3432
LDOS US Equity,LEIDOS HOLDINGS INC, ,-207000000,12695000064,42.0165,1.3395,621000000,1.5447,5.6224
LEMON FH Equity,LEMONSOFT OYJ, ,-1865000,48885000,17.1811,1.1919,6890000,12.634,7.33
LTV CN Equity,LEONOVUS INC,45211.1602,0,80260.4688,154.717,0.0639,-593674.375,-48.6239,-1027.8652
ALLEX FP Equity,LEXIBOOK LINGUISTIC ELECTRON,253372,0,34719476,20.7393,2.3228,5951189,15.3177,3.1226
LIBP US Equity,LIBERTY PLUGINS INC, , , , , , , , 
LTCP US Equity,LIFE'S TIME CAPSULE SERVICES,0,-21370,1846336,0,1.1139,-415931,-13.9731, 
360 AU Equity,LIFE360 INC-CDI,100965000,-506000,321716992,1.7292,1.8559,-29983000,-8.5193,20.2848
LSPK CN Equity,LIFESPEAK INC,0,-1484725,116097904,74.5764,0.5969,-9750581,-19.5591,-26.7251
LGTT US Equity,LIGATT SECURITY INTERNATIONA, , , , , , , , 
LMGR US Equity,LIGHT MANAGEMENT GROUP INC, ,-67000,2497854,20.5595,0.234,-4730000,-168.2839,-57.889
LST LN Equity,LIGHT SCIENCE TECHNOLOGIES H,8327,-34981,8333202,28.3863,1.1091,-859908,-12.3791,1.3461
LIGR SS Equity,LIGHTNING GROUP AB, ,-449000,36140000,18.29,1.9795,-1348000,-4.8851, 
ALTAI FP Equity,LIGHTON SAS, ,-28000,7177000,24.4949,5.9575,3677000,73.3844, 
LPTH US Equity,LIGHTPATH TECHNOLOGIES INC-A,2400420,-2182805,48086964,21.5432,1.9334,-7826664,-15.7589,-5.8376
LGTS US Equity,LIGHTSPACE CORP,2541795,-127399.9922,1463141,81.1529,0.8723,-4741106,-316.5124,-43.0893
LSPD CN Equity,LIGHTSPEED COMMERCE INC,129416000,-7506000,2575153920,0.9013,6.345,-202136992,-6.2535,7.4481
LIME SS Equity,LIME TECHNOLOGIES AB,29400000,-1173000,696932992,24.2762,0.5648,114568000,12.2538,9.7824
LIN FP Equity,LINEDATA SERVICES,0,-8631000,309406016,38.8027,1.0893,37852000,8.2536,3.4817
LLNXF US Equity,LINK LINUX INC, , , , , , , , 
LINK NO Equity,LINK MOBILITY GROUP HOLDING,0,-5857000,11680866304,34.7323,2.876,140316992,0.5934,2.6113
LGIN US Equity,LIONSGATE INS,0,0,20992,20.7031,4.377,-84071,-156.4592, 
LIQDQ US Equity,LIQUID HOLDINGS GROUP INC,0,-738633,36043884,0,2.6476,-46720120,-119.5295,18.2919
LIQD CN Equity,LIQUID META CAPITAL HOLDINGS,0,0,6125008,0,82.6341,1562010,28.8433,-2.7531
LSKA US Equity,LISKA BIOMETRY INC, , , , , , , , 
LTE CN Equity,LITE ACCESS TECHNOLOGIES INC,0,-16604,6547701,16.5979,1.1288,-2810961,23.6005,-6.5947
LITI SS Equity,LITIUM AB,0,-67640,100923648,0,1.4557,-3357405,-3.2948,-1.7222
LMSC US Equity,LIVE MICROSYSTEMS INC, , , , , , , ,-60.9391
LICH US Equity,LIVECHAIN INC, , , , , , , , 
LPSN US Equity,LIVEPERSON INC,124792000,-28657000,835513024,62.1767,1.2024,-111375000,-10.4378,-3.3609
MLLOI FP Equity,LOCASYSTEM INTERNATIONAL,0, ,13805944,24.9564,0.984,1049868,0.1687, 
ALLOG FP Equity,LOGIC INSTRUMENT, ,-56828,15760108,31.5727,2.2568,730474,5.4349, 
LGMK US Equity,LOGICMARK INC,982684,-1320006,17017180,0.7061,3.9212,-15328467,-68.2194,-20.627
LGTY US Equity,LOGILITY SUPPLY CHAIN SOLUTI,17656000,-567000,192444000,0.0488,1.967,4108000,5.8728,5.6059
LGIQ US Equity,LOGIQ INC,0,0,651278,0,0.6251,-16409919,-253.8156, 
LOGISMOS GA Equity,LOGISMOS INFORMATION SYSTEMS,0,-104326,8000677,5.6374,1.3564,99157,0.3187,1.7852
LOGN SW Equity,LOGITECH INTERNATIONAL-REG,287243008,-55897000,3604704000,2.1368,2.4232,587336000,17.0859,9.609
LOIHDE FH Equity,LOIHDE OYJ,1900000,-1787000,145490000,7.0685,1.5653,-902000,-0.4184,3.7813
LOKO NO Equity,LOKOTECH GROUP AS, ,-566130,53718392,0,10.6633,-28990636,-42.6195,6.529
DTK MV Equity,LOQUS HOLDINGS PLC,0,-86925,13734119,10.2517,0.5839,-553363,-4.5823,1.2309
LTEC US Equity,LOUD TECHNOLOGIES INC,11559000,-2422000,143578000,70.8159,1.8118,2658000,-10.0957,0.7967
LOYAL SS Equity,LOYAL SOLUTIONS A/S, ,-1302344,18965338,98.1399,0.6947,-6464134,-42.1789,-1.5103
LSX GR Equity,LS TELCOM AG,3140000,-6064000,41168000,30.033,1.5002,-2504000,-8.7413,1.9523
LUCN US Equity,LUCENT INC,0, ,0, ,0,-15345, , 
LUMEN SS Equity,LUMENRADIO AB, ,-257000,321502016,3.493,2.6567,59599000,18.4495,13.8305
LITE US Equity,LUMENTUM HOLDINGS INC,302200000,-133000000,3931899904,65.0983,5.9046,-434000000,-12.7627,0.9417
LMN CN Equity,LUMINE GROUP INC, ,-1141000,1147795968,14.4613,1.5491,63477000,-365.0885,8.2793
LUNA US Equity,LUNA INNOVATIONS INC,10837000,-2888000,151007008,18.7534,2.6129,-1884000,6.5985,3.2362
LUXX CN Equity,LUXXFOLIO HOLDINGS INC,0,0,79212,0,0.3682,-963025,-92.2589, 
LVPA US Equity,LVPAI GROUP LTD, , , , , , , , 
MTSI US Equity,MACOM TECHNOLOGY SOLUTIONS H,182158000,-22440000,1755640064,29.1607,8.3476,73666000,4.6456,8.9132
MLMCA FP Equity,MACOMPTA FR SAS, , ,2707872,0,2.2656,866246, , 
MCZAF US Equity,MAD CATZ INTERACTIVE INC,3699000,-1753000,55003000,29.6238,0.7994,-9363000,-22.6743,-1.696
MTEC LN Equity,MADE TECH GROUP PLC,0,-89000,15633000,0,4.6251,-3231000,-13.6993,6.912
MLMGL FP Equity,MAGILLEM DESIGN SERVICES, , , , , , , , 
AVNY US Equity,MANARIS 2010 CORP,2476823,-761479,21340474,18.9552,1.0767,-2755184,-15.7865,-3.4415
MANH US Equity,MANHATTAN ASSOCIATES INC,126814000,-4730000,673353024,3.5824,1.3096,209880992,28.3978,28.3359
MPTH/H CN Equity,MAPATH CAPITAL CORP,1434000,-192000,3202000,2.5609,0.4898,-6024000,-118.8777,-20.2563
MAPS IM Equity,MAPS SPA,0,-1525818,54729400,33.6327,2.0622,1367984,1.7161,2.611
MAPS DC Equity,MAPSPEOPLE A/S, ,-211000,82128000,34.2039,0.4081,-68251000,-84.4769,-2.5396
MAPT US Equity,MAPTELLIGENT INC, , , , , , , , 
MRZM US Equity,MARIZYME INC,2176740,0,22015076,7.8805,0.047,-34086516,-215.3015,-178.5872
MKFG US Equity,MARKFORGED HOLDING CORP,40737000,-3591000,247952000,17.3981,4.2325,-111381000,-34.8773,-2.3401
MTLO CN Equity,MARTELLO TECHNOLOGIES GROUP,5583844,-20378,20559672,49.9192,1.4974,-3595411,-28.216,-8.5756
MRVL US Equity,MARVELL TECHNOLOGY INC,1896199936,-336300000,21228500992,20.733,1.6882,-567699968,-4.2669,7.2507
MGLD US Equity,MARYGOLD COMPANIES INC/THE,0,-54000,32899000,3.0001,4.6346,-6256000,-11.9361,4.8273
MASHUP SS Equity,MASHUP IRELAND AB,2700000,-1303333,30808130,68.7237,0.6614,-8154537,-34.0547,0.6705
MHH US Equity,MASTECH DIGITAL INC,0,-335000,105227000,4.8267,2.8415,-9275000,-6.6677,7.095
MFT IM Equity,MATICA FINTEC SPA, ,-177804,30210854,33.1065,2.5258,3527323,7.1727,3.4381
MTTR US Equity,MATTERPORT INC,67305000,-139000,577155008,0.2569,9.5592,-214239008,-32.7012,2.0888
MAVEN SS Equity,MAVEN WIRELESS SWEDEN AB,18567000,-1857000,181360000,2.704,1.6392,37101000,25.5456,8.4843
MMS US Equity,MAXIMUS INC,0,-114190000,4131507968,30.9081,1.4867,488499008,7.562,7.4709
MXL US Equity,MAXLINEAR INC,269504000,-13454000,1080257024,14.603,2.197,-38221000,-6.4724,1.0439
MCLD/H CN Equity,MCLOUD TECHNOLOGIES CORP,3179353,-625202,72106448,20.5006,0.3422,-38752176,-59.3336,-34.0333
MDWK US Equity,MDWERKS INC, , , , , , , , 
MEDHLP SS Equity,MEDHELP CARE AB, ,-161000,63754000,13.6948,1.1264,-10484000,-15.1025, 
MDEA US Equity,MEDIA 100 INC, , , , , , , ,-48.4882
MLLAB FP Equity,MEDIA LAB SPA,0,0,1671129,3.1974,1.7645,140359,5.5128,4.344
MDGC US Equity,MEDIAG3 INC, , , , , , , , 
ALMDT FP Equity,MEDIAN TECHNOLOGIES,5266000,-1294000,35936000,64.0388,1.4051,-23116000,-65.0229,-2.5234
MEDT US Equity,MEDIATECHNICS CORP, , , , , , , , 
MEDE US Equity,MEDIES, , , , , , , , 
MDN GR Equity,MEDION AG,0,-1390000,641457024,2.3308,2.9095,15581000,2.6608,3.8405
MDXL US Equity,MEDIXALL GROUP INC, , , , , , , , 
AMI GR Equity,MEDONDO HOLDING AG,0,0,18433970,20.6454,0.0758,-4137197,-22.0739,-117.4161
MEEW SS Equity,MEEW A/S, , , , , , , , 
MELE BB Equity,MELEXIS NV,94380816,-94230544,866081152,21.7272,3.6287,261250176,28.9651,9.6521
MLTR SS Equity,MELTRON AB, ,-310000,17648748,4.7434,0.7105,-27961100,-143.0055,-7.1551
OEE/H CN Equity,MEMEX INC,423806,0,893913,118.8599,0.3859,-415848,-35.506,-38.0467
MEMS FP Equity,MEMSCAP SA,1548000,-346000,26282000,21.7297,3.0529,2477000,8.6068,4.5014
MUM GR Equity,MENSCH UND MASCHINE SOFTWARE,24908000,-6954000,187199008,10.2554,1.167,46831000,15.4103,8.5069
MLNK US Equity,MERIDIANLINK INC,47517000,-10193000,996251008,42.6422,2.2281,15533000,-4.1392,1.9661
MRIT LN Equity,MERIT GROUP LTD/LONDON, ,-418000,42425000,10.6376,0.5748,1661000,0.4422,5.4839
MHRE US Equity,MESA HOME RESOURCES INC,0,-5264000,129160992,60.1784,2.7333,3776000,-6.498, 
MMATQ US Equity,META MATERIALS INC,19206128,-8371090,55228336,20.191,0.7376,-408833824,-171.5974,-73.3179
METG CN Equity,METAGUEST.AI INC,0,0,1217313,34.9461,0.0971,-1843252,-138.4569,-30.9235
MTPR US Equity,METAPOWER INTERNATIONAL INC, , , , , , , , 
ALTHO FP Equity,METAVISIO SA, ,-490269,62193420,38.2771,1.5658,2827884,1.9834,1.2037
DDD CN Equity,METAVISTA 3D INC, ,0,65575,0,0.4397,-67112, , 
WOWI US Equity,METRO ONE TELECOMMUNICATIONS,816629,-18428,5941909,32.9729,1.0202,-2722679, ,-18.9716
M3V GR Equity,MEVIS MEDICAL SOLUTIONS AG, ,-79716.0703,28053946,17.5411,1.1414,4904884,16.6046,5.3185
ALMEX FP Equity,MEXEDIA SPA, ,-149,96928,29.9686,1.2156,8360, , 
ALMDG FP Equity,MGI DIGITAL GRAPHIC TECHNOLO,11856000,-9154000,147684000,6.4333,5.4041,9931000,5.6827,4.3335
MGTI US Equity,MGT CAPITAL INVESTMENTS INC, ,0,932000,145.279,0.0026,-1433000,-474.3233,-665.9809
MSABB SS Equity,MICRO SYSTEMATION AB-B, ,-640000,278329984,16.3784,1.7624,40870000,10.5794,5.5305
MCRT US Equity,MICROART INC, , , , , , , , 
MCHP US Equity,MICROCHIP TECHNOLOGY INC,1097400064,-285100000,15873200128,38.8145,1.1959,2571000064,11.8281,5.6162
HOLO US Equity,MICROCLOUD HOLOGRAM INC,78655568,-774615,160559200,3.7527,8.8263,-76935144,-80.7913,5.7048
SAAS LN Equity,MICROLISE GROUP PLC, ,-2195000,131179000,1.1839,1.2395,2255000,1.225,4.3702
MU US Equity,MICRON TECHNOLOGY INC,3430000128,-8385999872,69416001536,20.2806,2.6354,1304000000,1.1641,4.4106
MSFT US Equity,MICROSOFT CORP,29510000640,-44477001728,512162988032,19.1056,1.275,109433004032,19.0742,10.6364
MSTR US Equity,MICROSTRATEGY INC-CL A,120530000,-2938000,4762527744,47.3307,0.8287,-115047000,11.9652,2.0311
MVIS US Equity,MICROVISION INC,56707000,-1935000,129635000,11.5995,4.2313,-88875000,-67.7281,-11.8651
MIDW LN Equity,MIDWICH GROUP PLC, ,-5605000,654465024,24.8029,1.426,41583000,4.4171,3.9504
MJEM CN Equity,MIJEM NEWCOMM TECH INC,94892,0,46129,0,0.192,-733466,-211.7698,-577.3377
MLMC US Equity,MIKE LINDELL MEDIA CORP, ,-14953,1076014,83.2784,0.0113,-29488456,-2122.8286, 
MIM CN Equity,MIMEDIA HOLDINGS INC,0,0,188792,0,13.1691,-54571,-23.2857, 
MHUB CN Equity,MINEHUB TECHNOLOGIES INC,206810,0,5242581,16.5315,1.8233,-7376468,-189.9946,-26.4046
MINM US Equity,MINIM INC,3446595,-162270,12359965,0.1821,0.931,-17206592,-81.4124,-347.5098
MITK US Equity,MITEK SYSTEMS INC,34642000,-1438000,413752992,35.9238,4.3906,2231000,0.8004,2.5296
MITI US Equity,MITESCO INC, ,0,2838,62251.7969,0.0002,-2586668,-1023.6694,-1494.3276
MKSI US Equity,MKS INC,288000000,-87000000,9118000128,56.2514,3.1792,-1554000000,-17.8625,2.5759
MTBLY US Equity,MOATABLE INC,12599000,-927000,69700000,0.9326,2.1541,-10741000,-10.8759,0.5795
MBT LN Equity,MOBILE TORNADO GROUP PLC,894000,-7000,1929000,576.62,0.0946,-368000,-49.3778,-37.9721
MOSTQ US Equity,MOBILESMITH INC,3531935,0,1048904,517.8795,0.1203,-7817422,-1365.5955, 
MBLM CN Equity,MOBILUM TECHNOLOGIES INC,885893.8125,-62070.1914,2940027.5,1.5966,0.5255,-3203021,-146.0287,-776.2461
MBO CN Equity,MOBIO TECHNOLOGIES INC,0,0,302039,0,0.2049,-446813,-161.9772, 
MBLV US Equity,MOBIVENTURES INC,0,0,172905,57.8352,0.6207,-2808378, ,-53.5925
MOBX US Equity,MOBIX LABS INC,0,0,10011197,0,0.1723,-1260064,-1.7117,-34.9692
MBQ GR Equity,MOBOTIX AG,7916000,-490000,81490000,17.1935,1.0601,-3597000,-6.3841,1.5564
MODEL SS Equity,MODELON AB-B, ,-290000,105206000,0,1.6912,-57166000,-41.8913, 
MDB US Equity,MONGODB INC,515940000,-6074000,2869641984,42.7816,4.4019,-233732000,-6.4706,6.9472
MPWR US Equity,MONOLITHIC POWER SYSTEMS INC,263643008,-57578000,2434352896,0.3232,7.7414,481736000,19.023,56.4019
MVY CN Equity,MOOVLY MEDIA INC,0,-2230,743937,320.2719,0.0176,-1355846,-203.1637,-453.8343
MODI SS Equity,MOTION DISPLAY SCANDINAVIA A, ,-44751,19665500,38.8191,1.5714,-1305154,-7.7784,-7.8276
MTRK NA Equity,MOTORK PLC, ,-92000,96568000,19.987,1.3084,-14522000,-13.5817,3.437
MSI US Equity,MOTOROLA SOLUTIONS INC,858000000,-253000000,13336000512,49.1152,0.9981,2294000128,13.0707,6.1429
MOVE US Equity,MOVANO INC,16893000,-64000,9421000,0,1.4448,-29690000,-258.4098,-8.469
MVLA US Equity,MOVELLA HOLDINGS INC, ,0,328795520,0.3041,0.0192,-8040300,-0.0662,-0.9472
MVNT US Equity,MOVEMENT IND CORP, , , , , , , , 
MITQ US Equity,MOVING IMAGE TECHNOLOGIES IN,277000,-12000,10523000,5.9204,2.0596,-1557000,-11.5038,1.5877
XDSL US Equity,MPHASE TECHNOLOGIES INC,2433071,-3064,21021528,15.5178,2.0647,3205908,8.7385,-9.9291
PENGU CY Equity,MR PENGU PCL, , , , , , , , 
MSGL GR Equity,MSG LIFE AG,13821000,-2119634,120522808,0,6.9456,13364338,10.2506,4.6992
MUB GR Equity,MUEHLBAUER HOLDING AG, ,-54532156,621006976,0,1.6965,66291068,8.3212,2.9881
MSAI US Equity,MULTISENSOR AI HOLDINGS INC, ,-1542000,16372000,43.3179,1.1632,-21533000,-131.6348,-8.2258
ALMUN FP Equity,MUNIC,0,-2840563,25273740,23.9355,1.2956,-2440373,-6.7022,-0.3977
MUST/H CN Equity,MUST CAPITAL INC,0,0,939,0,0.0082,-427507,-236.6657,-4606.665
MEC CN Equity,MUSTANG ENERGY CORP,0,0,1616250,0,51.1731,-696095,67.8822,63.5891
C1V GR Equity,MVISE AG,0,-14000,8785000,70.4155,0.6652,-2367000,-29.0231,-13.1184
MYCR SS Equity,MYCRONIC AB,653000000,-103000000,8339999744,2.7338,2.1217,1251000064,12.7296, 
MYND US Equity,MYND.AI INC,34604000,-389000,404390016,1.9348,1.2666,-43753000,-15.612,0.3958
MZPS US Equity,MYZIPSOFT INC, , , , , , , , 
NABL US Equity,N-ABLE INC,78180000,-13780000,1162791040,32.2084,2.7508,70319000,2.0888,6.0349
NACON FP Equity,NACON SA,294000,-1213000,478958016,25.3688,0.9189,20884000,3.6433,2.4296
N4G GR Equity,NAGA GROUP AG/THE,3352000,-88000,60885000,0.1495,1.0327,-57588000,-65.5102,-37.7279
NA9 GR Equity,NAGARRO SE, ,-6878000,679862976,47.5743,2.103,71387000,8.0283,5.1884
CTZ CN Equity,NAMSYS INC,0,-4982,8590508,0,10.1536,2107434,21.1142,19.2769
NMGX US Equity,NANO MAGIC INC,47440,-9352,3515104,36.0792,1.3655,-2840932,-75.0947,-10.7208
NHIQ US Equity,NANTHEALTH INC,23047000,-6471000,159551008,167.5972,0.3532,-51327000,-37.9312,-83.6088
NAPA NO Equity,NAPATECH A/S, ,-2170000,194295008,26.8875,2.2648,-32899000,-16.4919,11.5972
NARF LN Equity,NARF INDUSTRIES PLC, , ,2500986,0, , , , 
NWUC US Equity,NATIONWIDE UTILITIES CORP, , , , , , , , 
NVTS US Equity,NAVITAS SEMICONDUCTOR CORP,68825000,-4782000,485545984,1.7599,4.1379,-118132000,-31.9349,3.5512
NCAB SS Equity,NCAB GROUP AB, ,-4834000,3221344000,33.2327,1.7956,584793024,12.894,8.3841
NCC LN Equity,NCC GROUP PLC, , ,420100000,24.4466,1.1599, , ,2.2623
NCNO US Equity,NCINO INC,117311000,-3871000,1340429952,5.5375,1.1662,-39512000,-3.1747,6.4457
NATL US Equity,NCR ATLEOS CORP,77000000,-108000000,5741000192,54.9207,1.0847,271000000, ,2.0421
VYX US Equity,NCR VOYIX CORP,185000000,-130000000,4990000128,62.1443,0.9047,37000000,-5.1282,1.72
286 GR Equity,NCTE AG, , ,4157586.25,0,8.0474,180011.6875,1.9481, 
NBIS US Equity,NEBIUS GROUP NV,1219350144,0,8790210560,25.989,0.8942,336960736,2.8318, 
NEDAP NA Equity,NEDAP N.V.,46876000,-10689000,139866000,11.2922,2.2544,27323000,15.7651,8.008
NEM GR Equity,NEMETSCHEK SE,201600000,-12677000,1274332032,5.9954,1.0439,199498000,13.0442,7.8931
NMGC US Equity,NEOMAGIC CORP, ,-5000,380000,0,0.2983,-1974000,260.765,-288
NEOM US Equity,NEOMEDIA TECHNOLOGIES INC,390000,0,1284000,18.8474,0.0081,72000,-74.8824,-923.6683
NEON US Equity,NEONODE INC,3833000,-123000,19014000,0.5575,10.1638,-10744000,-50.3482,-11.3665
NEOB SS Equity,NEOVICI HOLDING AB-B, ,-157000,68941000,1.2997,0.6501,-34692000,-43.7798, 
NEPA SS Equity,NEPA AB,0,-25000,179192000,0,1.3226,-19280000,-7.3756,3.9778
NDA CN Equity,NEPTUNE DIGITAL ASSETS CORP,0,0,50690448,0,15.5354,-1268780,5.8102,21.1369
NERD CN Equity,NERDS ON SITE INC,0,-4246,1312020,23.3034,0.6854,-382223,-34.7859,-4.0462
VRL GR Equity,NET DIGITAL AG, ,-20189.1895,5792708,0,1.5188,-776699.5625,-16.1607,2.5312
NETIB SS Equity,NET INSIGHT AB-B,51815000,-2597000,838398016,2.8972,3.3901,76663000,7.1397,9.2226
NSAV US Equity,NET SAVINGS LINK INC, , , , , , , , 
NTAP US Equity,NETAPP INC,1029000000,-155000000,9886999552,26.8231,1.1926,1214000000,10.0076,3.5012
NET LN Equity,NETCALL PLC, ,-252000,77041000,0.6243,1.2206,5426000,8.212,4.723
NETC DC Equity,NETCOMPANY GROUP AS, ,-98500000,8159799808,31.9898,1.679,578000000,3.9534,5.8908
NTGR US Equity,NETGEAR INC,83295000,-5799000,847142016,4.9067,2.8295,-33275000,-11.2235,2.0002
ALNTG FP Equity,NETGEM SA,5396000,-4624000,43200000,4.6713,1.1699,331000,1.1982,3.1691
NETIN CY Equity,NETINFO PLC,0,-81723,9948543,34.0055,0.7069,895907,5.497,2.9112
NLST US Equity,NETLIST INC,9164000,0,72799000,7.8037,1.4684,-61757000,-86.2077,-9.3445
NETO US Equity,NETOBJECTS INC,13068000,-1798000,32613998,0.6899,2.0154,-33248002,-89.776, 
AIAI CN Equity,NETRAMARK HOLDINGS INC,0,0,1909876,0,2.3167,-14169072,-255.1231,-135.7532
NTCT US Equity,NETSCOUT SYSTEMS INC,161212992,-6337000,2595301888,5.7828,1.7022,-149826000,-5.4556,-0.0617
NTWK US Equity,NETSOL TECHNOLOGIES INC,1402601,-515404,64186440,11.9478,1.9885,3493555,1.1159,1.5367
NETUM FH Equity,NETUM GROUP OYJ,300000,-301755.75,32885670,28.6481,0.7681,-234917.625,-4.0687,5.0727
NTIP US Equity,NETWORK-1 TECHNOLOGIES INC,0,0,52277000,0.044,55.4957,-2235000,-2.6432,19.552
NRO FP Equity,NEURONES, ,-17982000,674251008,6.5281,2.3843,75857000,7.6516,5.0294
NRST IM Equity,NEUROSOFT,0,-750858,20223284,12.1121,1.466,1768756,7.5138,3.8476
NIHL US Equity,NEW INFINITY HOLDINGS LTD, , , , , , , , 
REGRF US Equity,NEW WORLD SOLUTIONS INC,0,0,1687069,0,4.2012,-3097493,-129.0134, 
NEXCOM DC Equity,NEXCOM A/S,0, ,19275000,46.07,0.5268,-7748000,-46.608, 
NXO CN Equity,NEXOPTIC TECHNOLOGY CORP,498751,0,106737,0,0.0572,-1912738,-303.5383,-1058.0198
NXPS US Equity,NEXPRISE INC,2637000,-37000,7913000,149.6651,2.1853,-8756000,-94.0712,-237.9845
NXR GR Equity,NEXR TECHNOLOGIES SE,0,-145012,46293340,7.5605,0.988,-11670177,-35.9826,-1.7925
NXNT US Equity,NEXSCIENT INC, , , , , , , , 
NEXT NO Equity,NEXT BIOMETRICS GROUP AS,13232000,-13000,118900000,1.6308,4.5425,-66416000,-54.606,17.2848
NTAR CN Equity,NEXTECH3D.AI CORP,3249799,-227250,2986435,20.5377,0.4508,-19736808,-254.072,-164.046
NXGT US Equity,NEXTELIGENT HOLDINGS INC, , , , , , , , 
NXT CN Equity,NEXTGEN DIGITAL PLATFORMS IN,9909,-3199,435534,0,13.5801,-130327,-49.0194, 
NN US Equity,NEXTNAV INC, , , , , , , , 
NXPL US Equity,NEXTPLAT CORP,0,-647000,64469000,4.6643,3.0651,-23228000,-8.115,-0.6817
NXU GR Equity,NEXUS AG,3777000,-9457000,411716000,14.5161,1.9456,32398000,6.3579,7.2212
NFSE US Equity,NFINANSE INC, , , , , , , , 
NFO SS Equity,NFO DRIVES AB,4807249,-193000,29542000,0,3.0048,-3412000,-8.9652,12.1786
NFN GR Equity,NFON AG,0,-639000,73907000,13.3966,1.5872,-523000,-1.1205,1.5629
NGENIC SS Equity,NGENIC AB,0,-102000,78087000,16.8517,0.5916,-19341000,-26.091,-12.5837
NHCMF US Equity,NHC COMMUNICATIONS INC,625755.125,-106909.1875,17463306,3.3448,0.7801,-2990466.5,-21.0627, 
NIIN GR Equity,NIIIO FINANCE GROUP AG, ,-53000,24926274,19.4151, ,-3095118.75,-14.296, 
NNIT DC Equity,NNIT A/S,14000000,-46000000,1976999936,3.8442,1.0528,47000000,1.268,3.2225
NIR/H CN Equity,NOBLE IRON INC, ,0,1016271.6875,0,4.0458,-600081.0625,28.6903,-4.5254
NOKIA FH Equity,NOKIA OYJ,4327000064,-652000000,39859998720,12.579,1.6616,1608000000,1.6062,1.8407
NORBT NO Equity,NORBIT ASA, ,-46300000,1496400000,17.7894,1.5839,284200000,13.639,6.2808
NC5A GR Equity,NORCOM INFORMATION TECHNOLOG,0,-465761,6689957,20.5196,1.4939,-418682,-6.7814,3.8916
NORDIG SS Equity,NORD INSURETECH GROUP AB,0,-663000,113991000,2.3633,0.8455,-53678000,-71.804,-17.9421
NORDH NO Equity,NORDHEALTH AS - A, ,-5723000,91936000,0,3.1421,-11387000,-10.7634, 
LEVEL SS Equity,NORDIC LEVEL GROUP AB,0,-1861000,397744000,15.7559,0.9117,5708000,-1.2549,0.4725
NOD NO Equity,NORDIC SEMICONDUCTOR ASA,181138000,-25529000,862244992,18.0056,5.3371,4702000,0.9338,6.189
NADA US Equity,NORTH AMERICAN DATACOM INC, ,-416000,17003000,89.1137,0.0061,-3044000,-21.4657, 
CODE LN Equity,NORTHCODERS GROUP PLC, ,-86110,7264168,10.5677,2.052,-513980,-13.7934,4.013
NBA PL Equity,NOVABASE SGPS SA, ,-434000,176667008,15.7454,2.066,7461000,28.8427,2.9344
NTEKB SS Equity,NOVOTEK AB-B SHS, ,-1300000,501800000,7.8717,1.1454,43800000,6.3513,3.7862
NVI CN Equity,NOVRA TECHNOLOGIES INC,1457102,0,7311885,56.8512,0.9783,333457,-1.2355,-3.5181
NOWG US Equity,NOWIGENCE INC, , , , , , , , 
