Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
SANM US Equity,SANMINA CORP,4822844928,4873968128,4835530752,4206718976,3772656128,3905512960,4085133056,3847363072,3625221888
STR/H CN Equity,SANTA ROSA RESOURCES CORP,30296,4699,31622,0,67,3560,3848,28341,20483
SANT US Equity,SANTEON GROUP INC, , , , , , , , , 
SAP GR Equity,SAP SE,74122002432,68335001600,72159002624,71168999424,58472001536,60211998720,51500998656,42483998720,44276998144
SAHN US Equity,SAUDI AMERICAN HOLDINGS CORP, , , , , , , , , 
SCGX US Equity,SAXON CAPITAL GROUP INC, , , , , , , , , 
MLSBT FP Equity,SBT, , ,18013152,15293369,13604495,11715617, , ,10618170
SCTN US Equity,SCHIMATIC CASH TRANSACTIONS, , , , , , , , , 
SDGR US Equity,SCHRODINGER INC,823225984,802955008,688587008,756486976,746262976,155270000,120730000,58022000, 
SCE GR Equity,SCHWEIZER ELECTRONIC AG,102435000,109647000,160288992,182302000,196678000,228850000,135268992,113603000,117681000
SAIC US Equity,SCIENCE APPLICATIONS INTE,5313999872,5543000064,5745999872,5722999808,4711000064,4562999808,2072999936,2042000000,2122000000
SCNTQ US Equity,SCIENT INC, , , , , , , , , 
SCPE CN Equity,SCOPE TECHNOLOGIES CORP,1816165,146504,1216428,10145,28231, , , , 
SCOUT SS Equity,SCOUT GAMING GROUP AB,49425000,53758000,86514000,94602000,105818000,43825000,64782000,69545000, 
SCYB CN Equity,SCRYB INC,8804673,12045959,11219978,18066036,2850473,2530610,7315004,2282763,2560744
SYPT US Equity,SCRYPT INC, , , , , , , , , 
SDI LN Equity,SDI GROUP PLC,81662000,84991000,68923000,48703000,38432000,26551000,17513000,16329000,9472000
SDIPB SS Equity,SDIPTECH AB - B,10440999936,9104900096,8095799808,5691899904,3852699904,2985799936,2452999936,1830400000,1269299968
SEAC US Equity,SEACHANGE INTERNATIONAL INC, ,42659000,55196000,50408000,72890000,78743000,119330000,116067000,177668992
STX US Equity,SEAGATE TECHNOLOGY HOLDINGS,7738999808,7555999744,8944000000,8675000320,8929999872,8885000192,9409999872,9267999744,8213000192
LAES US Equity,SEALSQ CORP,97566000,27935000,21659000,11844000,13433000, , , , 
SDS SS Equity,SEAMLESS DISTRIBUTION SYSTEM,434600000,405776992,387840000,397952000,219826000,208078000,91543000,65905000,101590000
SLLN US Equity,SEARCHLIGHT SOLUTIONS LTD, , , , , , , , , 
IOT IM Equity,SECO SPA,490926016,538497024,495228000,403500000,118367000,97499000,78745000, , 
YSN GR Equity,SECUNET SECURITY NETWORKS AG,359649440,328637824,315420064,274021184,239778048,186784208,145209408,133435976,99211416
SSVC US Equity,SECURED SERVICES INC, , , , , , , , , 
M14K GR Equity,SECURIZE IT SOLUTIONS AG, ,14073253,9977069,2770660,2885991.25,3009037.75,1532718.125,2313891, 
SRLX US Equity,SECURLINX CORP, , , , , , , , , 
SKUR CN Equity,SEKUR PRIVATE DATA LTD,1152928,1553248,5005209,12855799,3193820,3623339,2982108,372393, 
SEMR US Equity,SEMRUSH HOLDINGS INC-A,390943008,331489984,298689984,300073984,54958000,47676000, , , 
SMTC US Equity,SEMTECH CORP,1373735040,2569627904,1130910976,1082102016,1052433024,1062780032,1085776000,1011542016,911516992
SENS SW Equity,SENSIRION HOLDING AG,346974016,332600992,357976992,296420992,257376000,215496992,214915008,176056000,127563000
SDET SS Equity,SENSODETECT AB,17409000,25285000,8461000,10555000,17110904,13193524,7048758,9034179,10260759
S US Equity,SENTINELONE INC -CLASS A,2321406976,2258913024,2042180992,520560000,112454000, , , , 
SQNS US Equity,SEQUANS COMMUNICATIONS-ADR,106532000,109172000,98755000,89564000,87156000,63315000,62574000,57056000,65077000
SRP LN Equity,SERCO GROUP PLC,2660300032,2610299904,2750200064,2734000128,2410299904,2080600064,1553600000,1524499968,1764600064
SCO SM Equity,SERESCO SA,36821704,32313638,18666920,16760575, ,20793428,16267716,14944523,15386711
NOW US Equity,SERVICENOW INC,20383000576,17386999808,13299000320,10798000128,8715057152,6022430208,3879140096,3550245120,2033767040
TTAN US Equity,SERVICETITAN INC-A,1517666048,1600387968, , , , , , , 
SJJ GR Equity,SERVICEWARE SE,155054480,124740160,108779352,110780096,106635792,102584336,95817632,31491000,28523000
SES IM Equity,SESA SPA,2121654016,1922136960,1555964032,1217539968,1098466048,889390976,805219968,690739008,618467968
T3T1 GR Equity,SEVEN PRINCIPLES AG,21429860,22767896,25236434,25266222,21368232,24307488,29405872,30988404,28505508
SHPWQ US Equity,SHAPEWAYS HOLDINGS INC, ,38867000,79528000,93718000,139848624,139256208, , , 
SBET US Equity,SHARPLINK GAMING INC,2571169, , ,20559826,5451000,8043000,7523000,8646000,12288000
SWG LN Equity,SHEARWATER GROUP PLC,62226000,69704000,78609000,72681000,71493000,69143000,25238000,8213000,1024000
SHOP CN Equity,SHOPIFY INC - CLASS A,13923999744,11299000320,10757150720,13340172288,7762905088,3489478912,2254785024,1113564032,490558016
SHTB SS Equity,SHT SMART HIGH-TECH AB-B,132730456,34646640,50247288,57279920,9876500,13380000, , , 
SIAV IM Equity,SIAV SPA,53571588,52494688,53730552,47549696,38754296,24084000,17770000,15932000,14141000
SDCH US Equity,SIDECHANNEL INC, , ,10768000, , , , , , 
ALBFR FP Equity,SIDETRADE,76704704,64988144,63554528,55891960,38525892,30096612,29267216,25347882,21026992
SGHT US Equity,SIGHT SCIENCES INC,142839008,166651008,213072992,280185984,72806000,30741000,8094000, , 
SGMA US Equity,SIGMATRON INTERNATIONAL INC,223793968,268627200,293631264,194173408,176079024,161464768,161229968,151185664,136749344
SDVI US Equity,SIGNATURE DEVICES INC, , , , , , , , , 
SGN US Equity,SIGNING DAY SPORTS INC,4704611,4704611,454163,4916195, , , , , 
SIILI FH Equity,SIILI SOLUTIONS OYJ,84604000,100170000,106063000,81480000,61363000,55890000,48769000,33813000,30596000
SLAB US Equity,SILICON LABORATORIES INC,1222674048,1443056000,2169427968,2958295040,1993486976,1674852992,1624354048,1535081984,1081843968
WAF GR Equity,SILTRONIC AG,5084400128,4504900096,4050700032,2455399936,1919399936,1944999936,1818200064,1252400000,1056800000
SVCO US Equity,SILVACO GROUP INC,142344992,40885000,38718000, , , , , , 
SBDS LN Equity,SILVER BULLET DATA SERVICES, ,10364690,10793274,12551300,7987951,525152,333436, , 
SIMC US Equity,SIMCLAR INC, , , , , , , , , 
SIMPQ US Equity,SIMPLY INC, , ,30437000,24723000, ,27849000,13690000,12357000,16026000
SMRL US Equity,SIMTROL INC, , , , , , , , , 
SLP US Equity,SIMULATIONS PLUS INC,196639008,186100992,188382000,179978000,168422000,45196696,43279016,38512468,27814316
SINCH SS Equity,SINCH AB,48004001792,53134000128,57284001792,57080508416,11634399232,4990926848,3626329088,3030639104,2322578944
SNG SM Equity,SINGULAR PEOPLE,83002304,70882696,72204984,51741120,22372802,16008200,12529203, , 
SITM US Equity,SITIME CORP,884958976,951683008,750616000,678209024,136011008,123391000,72689000,74728000, 
STTO US Equity,SITO MOBILE LTD, , , , , , ,22564412,27384592,30145324
SYTA US Equity,SIYATA MOBILE INC, , ,16142531,12050589,24351886,12434370, ,17464368,8115472
SKL LN Equity,SKILLCAST GROUP PLC,14104757,12257133,11916888,12518908, , , , , 
SKIL US Equity,SKILLSOFT CORP,1273634048,1642686976,2221947904, ,700925376,695450176, , , 
SKKY US Equity,SKKYNET CLOUD SYSTEMS INC,1549486,1256545,1144994,1103947,1088289,865846,903386,758964,450071
SCHOOL SS Equity,SKOLON AB,61476000,77036016,50544004,22043044,22814140, , , , 
SKYT US Equity,SKYWATER TECHNOLOGY INC,313775008,316756000,305764000,263598000,263208992,190435008, , , 
SWKS US Equity,SKYWORKS SOLUTIONS INC,8283299840,8426699776,8873799680,8590699520,5106699776,4839600128,4828899840,4573599744,3855399936
SLEEP SS Equity,SLEEP CYCLE AB,236492992,230544992,302524992,227763008,104744000,107081000,84274000, , 
SDEC US Equity,SMART DECISION INC, , , , , , , , , 
SEYE SS Equity,SMART EYE AB,1917149952,1827549952,1681081984,1745341952,386468000,297139008,204100992,101053000,139475008
SMCRT NO Equity,SMARTCRAFT ASA,1283113984,1100062976,973532992,886260992,690852992,525639008,418977984, , 
SMTK US Equity,SMARTKEM INC,8904000,11272000,7525000, , , , , , 
SMME US Equity,SMARTMETRIC INC, , , , , , , , , 
SMOP NO Equity,SMARTOPTICS GROUP AS,556780160,495755744,435561856,338789888,224811232,165217712, , , 
S247 LN Equity,SMARTTECH247 GROUP PLC,17799000,18065000, ,9471532,3902450,2856522, , , 
SMSI US Equity,SMITH MICRO SOFTWARE INC,48046000,85577000,103581000,114512000,72903000,61197000,25203000,13877000,14308000
CICN US Equity,SMS ALTERNATIVES INC, , , , , ,360000,256000,339000,412000
SMX US Equity,SMX SECURITY MATTERS PLC-A, , ,128956376,128020208,200000, , , , 
SNOW US Equity,SNOWFLAKE INC-CLASS A,8223383040,7722321920,6649697792,5921738752,1012720000,764288000, , , 
SHF GR Equity,SNP SCHNEIDER-NEUREITHER & P,313283008,261787008,264970000,266060000,206672992,170502000,151765792,153785376,88532520
SOBR US Equity,SOBR SAFE INC,11171203,6147039,11912037,4209215,3986573,690813,13080,3148,14305
SPLY US Equity,SOCIALPLAY USA INC, , , , , , , , , 
SOPA US Equity,SOCIETY PASS INC,21279700,16363174,32698742,35176356,7866273,8740100, , , 
SCKT US Equity,SOCKET MOBILE INC,27345780,28741474,28597988,25575100,15058488,19458488,17331068,19854046,21586794
SCT LN Equity,SOFTCAT PLC,780748992,647721984,672057984,497359008,430945984,384140000,294235008,249102000,207243008
SOFT US Equity,SOFTECH INC, , , , , , , , ,3115000
SYT GR Equity,SOFTING AG,114885000,103059000,110448000,103361000,105191000,116796000,99824000,80718000,82888000
SFT IM Equity,SOFTLAB SPA, ,24210000,26333000,25136000,22738000,3946000,11500000,13458000,28595000
SOFB SS Equity,SOFTRONIC AB-B SHS,450859008,459412992,433848992,428031008,515604000,454038016,412032000,387465984,357505984
SFT LN Equity,SOFTWARE CIRCLE PLC,34386000,23620000,11757000,13582000,13388000,13806000,10911000,7105000,8274000
SFWJ US Equity,SOFTWARE EFFECTIVE SOLUTIONS, , , , , , , , , 
SWON SW Equity,SOFTWAREONE HOLDING AG,4306784768,3783890944,3449076992,3380818944,3127229952,2976940032,1214669056,1071827008,965358976
SOFTWEB GA Equity,SOFTWEB - ADAPTIVE IT SOLUTI,2738458,1375188,999234, , , , , , 
SLNX US Equity,SOLANBRIDGE GROUP INC, , , , , , , , , 
SOLI LN Equity,SOLID STATE PLC,113584000,113788000,62326000,53967000,38678000,38151000,25866000,23201000,26641552
S3D IM Equity,SOLID WORLD GROUP SPA, ,65972236,52947968,48200288,43317160,25745000,23971000,20423000,15907000
SODI US Equity,SOLITRON DEVICES INC,24740000,15104000,14358000,9093000,7036000, , , ,12201000
SOLTEQ FH Equity,SOLTEQ OYJ,52039000,56736000,74336000,75806000,74681000,76980000,67874000,61501000,61232000
480S SM Equity,SOLUCIONES CUATROOCHENTA SA,39105800,30865724,31517552,22905508,17206892,7190548,1745562.25, , 
SLSA GR Equity,SOLUTIANCE AG, ,11462092, , ,3884439.25,2971453.5,1988137.625,2980943.25, 
S30 FP Equity,SOLUTIONS 30 SE,709600000,723800000,693625984,697056000,717729024,641955008,621841984,325132992,157446000
SOFO US Equity,SONIC FOUNDRY INC, ,12263000,19900000,24015000,22629000,15180000,13583000,28356000,33082000
SONM US Equity,SONIM TECHNOLOGIES INC,39739000,56043000,53686000,41090000,50312000,55459000,67345000,30247000, 
SXHHF US Equity,SONOMAX TECHNOLOGIES INC, , , , , , , , , 
SONO US Equity,SONOS INC,916312000,1002241024,1188387968,1138803968,816051008,761604992,587497984,400020000,278879008
SOPH US Equity,SOPHIA GENETICS SA,155308992,206156000,243838000,320172992,132115000,51655000, , , 
SOP FP Equity,SOPRA STERIA GROUP,5642200064,6094600192,4945800192,4770999808,4536699904,4546200064,3987699968,3802599936,3884900096
SORT LN Equity,SORTED GROUP HOLDINGS PLC, ,3647246,4488317,5361746,2857114,3192070,4558256,3039393,8355012
SOUND SS Equity,SOUND DIMENSION AB,4907946,6925941,7076429,15655094,6637676,5833592, , , 
SOUN US Equity,SOUNDHOUND AI INC-A,553953024,151122000,38251000,49203000,0, , , , 
SOYO US Equity,SOYO GROUP INC, , , , , , , , , 
SPACE GA Equity,SPACE HELLAS SA TELECOMMUNIC,189235008,175863008,175071008,145142000,99696000,69140000,58268000,50699000,46320000
SPSY LN Equity,SPECTRA SYSTEMS CORP,60974000,60096460,38017000,33152316,32900000,31329000,28219000,27713000,26624084
FCCN US Equity,SPECTRAL CAPITAL CORP, ,240,35672,264,413,853,658,692,10390
SPEONE SS Equity,SPECTRUMONE AB,140926000,62026000,171244992,296996992,215467008,28402000,92030000,125579000,192532000
SPDC US Equity,SPEED COMMERCE INC, , , , , , , , , 
SPPH US Equity,SPENCER PHARMACEUTICAL INC, , , , , , , , , 
SPTZ CN Equity,SPETZ INC,2343000, ,14686599,5786957,310524,489688, , , 
ANY US Equity,SPHERE 3D CORP,43228000,45663000,83016000,275924000,11833000,8406000,11286000,83280000,92556000
SPN IM Equity,SPINDOX SPA,74789200,82846416,82698304,58634252,36182680,29794348,26323680,20551976,17413874
SPIR NO Equity,SPIR GROUP ASA,2396945920,2145524992,2210586112,1600237952,450700000, , , , 
SPT LN Equity,SPIRENT COMMUNICATIONS PLC,614200000,583800000,705299968,691299968,649800000,604700032,512700000,518600000,508600000
SPIR CN Equity,SPIRIT BLOCKCHAIN CAPITAL IN,1366736,1139019,738925,4043426,396406,41363, , , 
SPZI US Equity,SPOOZ INC, , , , , , , , , 
SPHM US Equity,SPOTLIGHT HOMES INC, , , , , , , , , 
SPOT NO Equity,SPOTLIO AS,149038832,174448624,240860992,394230016, ,78599168,124640280, , 
LITE CN Equity,SPOTLITE360 IOT SOLUTIONS IN, , ,3346776,7750606,607723,298,84, , 
SBIG US Equity,SPRINGBIG HOLDINGS INC,6825000,5105000,9657000,7043000,602835, , , , 
CXM US Equity,SPRINKLR INC-A,1223110016,1024990976,920046016,597012992,268256000, , , , 
SPT US Equity,SPROUT SOCIAL INC - CLASS A,428340992,396584992,293920000,264716992,239668992,189591008,71845000,45300000, 
SPSC US Equity,SPS COMMERCE INC,1031230016,823843968,672913984,615846016,526457984,447440000,386123008,339737984,298364992
SPYR US Equity,SPYR INC, , , ,159000,727000,361000,342000,1078000,3860000
SRT LN Equity,SRT MARINE SYSTEMS PLC,30265522,26406488,24714376,22011186,29035780,31223832,15914108,18964876,17062600
SSNC US Equity,SS&C TECHNOLOGIES HOLDINGS,19044700160,18102499328,16653299712,17333000192,15923600384,16741099520,16107499520,5539515904,5706971136
SSH1V FH Equity,SSH COMMUNICATIONS SECURITY,30088364,31352648,38141128,35926116,18634926,23770674,24210584,23196948,21842712
STJO US Equity,ST JOSEPH INC, , , , , , , , , 
SPC GR Equity,STAIGE ONE AG, ,6935862.5,197040.1719,215388.6719, , , , , 
STAR7 IM Equity,STAR7 S.P.A.,116110240,105689800,105879616,104172848,48427840,44280192, , , 
STRH US Equity,STAR8 CORP, , , , , , , , , 
STGC US Equity,STARTENGINE CROWDFUNDING INC, , , , , , , , , 
STNX US Equity,STARTRONIX INTL INC, , , , , , , , , 
ARTO FP Equity,STE IND & FIN DE L'ARTOIS SA,2454661888,2066775040,1949430016,1934478976,1630124032,1661334016,1614887040,1812455936,1573235968
S9I GR Equity,STEMMER IMAGING AG, ,104404000,120555000,103576000,96684000,87454000,85072000,28708230,34345008
STMPA FP Equity,STMICROELECTRONICS NV,24743000064,24452999168,19982000128,15539999744,14453999616,12686000128,10867000320,9681000448,8008000000
SBG SS Equity,STONEBEACH GROUP AB,7688308,12137331,15208993,6038011,1556297, , , , 
SOSO US Equity,STORAGE COMPUTER CORP, , , , , , , , , 
STRB US Equity,STRASBAUGH INC, , , , , , , , , 
SSYS US Equity,STRATASYS LTD,1029745984,1133905024,1259789952,1277222016,990001984,1381518976,1388253952,1379750016,1366049024
STQN US Equity,STRATEGIC ACQUISITIONS (NEV), , , , , , , , , 
STRM US Equity,STREAMLINE HEALTH SOLUTIONS,41735000,61521000,61815000,25977000,31698000,31740000,37131056,41638496,49875872
ALSTW FP Equity,STREAMWIDE,54267000,48440000,38946000,34321000,31036000,20280000,18831000,17427000,22235000
STRO NO Equity,STRONGPOINT ASA,1027737984,1014489984,985640000,846532992,786131968,690542016,655385984,695609024,659323008
SAI SM Equity,SUBSTRATE ARTIFICIAL INTELIG,61316032,45258700,23692144,33355926,1152966.5, , , , 
SHGR US Equity,SUCCESS HOLDING GROUP CORP U, , , , , , , , , 
SUIC US Equity,SUIC WORLDWIDE HOLDINGS LTD, ,384279,573028,592429,314387,168435,45882,65044,2240991
KNDR PZ Equity,SUNDAE BAR PLC,890746,0.01, , , , , , , 
SMCI US Equity,SUPER MICRO COMPUTER INC,9826092032,3674728960,3205076992,2241964032,1918646016,1682594048,1769505024,1515129984,1191483008
SNRR US Equity,SUPER NOVA RESOURCES INC, , , , , , , , , 
SYME LN Equity,SUPPLY@ME CAPITAL PLC, ,2184000,8346000,10535000,3325000,892000,2110000,2961000,2211000
SSTY US Equity,SURE TRACE SECURITY CORP, , , , , , , , , 
SPRS US Equity,SURGE COMPONENTS INC,25444524,24676656,24622774,21751740,17856400,13278367,12280013,11475316,16763821
SDSS US Equity,SUSPECT DETECTION SYSTEMS IN, , , , , , , , , 
SMHN GR Equity,SUSS MICROTEC SE,500872992,369732000,353161984,279166016,231404992,199898000,199556992,201950000,179626000
81D GR Equity,SWISSNET AG, ,19338784,5822102,1156858,216432, , , , 
SWP FP Equity,SWORD GROUP,292547008,250543008,244696000,225676000,235255008,257296992,268115008,223944992,229948000
SYZ CN Equity,SYLOGIST LTD,97916000,96576000,115430000,98033000,70956000,78190000,61258000,54113000,61356000
EVOL US Equity,SYMBOLIC LOGIC INC, , , ,39555000,19076000,19812000,32752000,56950000,43755000
SYNA US Equity,SYNAPTICS INC,2824999936,2611399936,2858099968,2226800128,1693799936,1409799936,1499800064,1266700032,1300199936
SNCR US Equity,SYNCHRONOSS TECHNOLOGIES INC,293824992,310336992,398072000,450734016,482255008,532023008,703254976,965411008,1054350976
SYNCB SS Equity,SYNCRO GROUP AB,149284992,195782000,241223008,263451008,32375000,11103000,14636000,16823000,19199000
SNPS US Equity,SYNOPSYS INC,13073560576,10333130752,9418087424,8752260096,8030062080,6405159936,6145973760,5396413952,5240365056
OPTX US Equity,SYNTEC OPTICS HOLDINGS INC, ,26547912,14271766,147428224, , , , , 
SYAI CN Equity,SYNTHEIA CORP,4690103,47665,45174,87182,36518,111198,447556,311589,951561
SYNT SS Equity,SYNTHETICMR AB,172538000,142964992,127432000,60846000,47820000,56439000,56074000,39066000,28606000
SYS IM Equity,SYS-DAT SPA,99798824,61143552,48291100,39107536, , , , , 
SYSX US Equity,SYSOREX INC, , ,13240000,25282000,3463000,3077000,3035000, , 
SST US Equity,SYSTEM1 INC,459128992,605470016,1160455936,256911008,518553440, , , , 
IDAI US Equity,T STAMP INC-CLASS A,8599824,7893314,6411918,8664654, , , , , 
TAB/H CN Equity,TABLAS VENTURES CORP, , , ,270823, , , , , 
TAGMB SS Equity,TAGMASTER AB,556692992,428576992,413931008,367396000,319153984,339304992,167058000,186858000,105523000
TAIT US Equity,TAITRON COMPONENTS INC-CL A,17636000,18006000,17137000,17122000,14261000,13599000,13981000,13567000,13882000
TALK SS Equity,TALKPOOL AG,5986882,6242939,8106523,11664234,11045173,13029039,14113728,14981778,6103473
TALK US Equity,TALKSPACE INC,138676992,142220992,156254000,223606000,32873000, , , , 
TANGI SS Equity,TANGIAMO TOUCH TECHNOLOGY AB,42785000,22029988,26876736,27853740,26276852,26830432,30871562,41127212,26783736
TMIX US Equity,TARSIN MOBILE INC, , , , , , , , , 
TASK US Equity,TASKUS INC-A,953297984,864201984,902014976,749998016,707505984,610675008, , , 
TTCM US Equity,TAUTACHROME INC, , ,21223,144810,154353,31769,6243,9726,1850
TCU GR Equity,TC UNTERHALTUNGSELEKTRONIK, ,1864852.75,1764379.625,1962523.375,2055352.625,503316.8125,652994.4375,625709.25,609496.875
SNX US Equity,TD SYNNEX CORP,30274478080,29412814848,29733998592,27666380800,13468590080,11697959936,11543497728,7698526208,5215281152
TIG LN Equity,TEAM INTERNET GROUP PLC,479600000,543299968,558712000,400220992,348184000,284976992,183699008,111518904,68401176
TMV GR Equity,TEAMVIEWER SE,1070340992,1111533056,1172701952,1546669952,1063425024,958924032,948212992,940374016,1008428032
TSCC US Equity,TECHNOLOGY SOLUTIONS CO, , , , , , , , , 
TPRO IM Equity,TECHNOPROBE SPA,1408307968,928395008,866817984,537347968,435911008,280704000,182742416,119628616,100389960
TECH NO Equity,TECHSTEP ASA,1177360000,1270798976,1323299968,1314654976,1199132032,817190976,787953984,765476992,508408992
TEM1V FH Equity,TECNOTREE OYJ,138866000,128242000,103811000,79413000,50650000,36840000,28554000,31847000,59763000
TCS CN Equity,TECSYS INC,128046000,126916000,125844000,129309000,124433000,85445000,63417000,52537000,52690000
TGCB US Equity,TEGO CYBER INC, , , , , , , , , 
TEKI US Equity,TEK DIGITEL CORPORATION, , , , , , , , , 
TEK LN Equity,TEKCAPITAL PLC,70639552,48621424,58153736,68469200,33114128,22956936,16421427,10914110,3621899
TDY US Equity,TELEDYNE TECHNOLOGIES INC,14200500224,14527899648,14353999872,14430300160,5084800000,4579800064,3809299968,3846400000,2774400000
TLFX US Equity,TELEFIX COMMUNICATIONS HOLDI, , , , , , , , , 
TEP FP Equity,TELEPERFORMANCE,12074000384,12067999744,8892999680,8345999872,7024000000,6889999872,5888000000,4489999872,4994999808
TLT1V FH Equity,TELESTE OYJ,121168000,132226000,152344992,135224000,133015000,149634000,158996000,153475008,162112000
TKOI US Equity,TELKONET INC, , ,7878817,5860586,6490937,8605916,8727350,12547583,10472038
TELO CN Equity,TELO GENOMICS CORP,965644,2925575,2833231,3839214,1168673,262668,429515,3112767, 
TLS US Equity,TELOS CORPORATION,158235008,208699008,237396992,246080992,183816992,77692000,74489000, ,56799000
TIXT CN Equity,TELUS INTERNATIONAL CDA INC,4520999936,4823000064,3556000000,3625999872,3744800000,1168999936, , , 
TEMN SW Equity,TEMENOS AG - REG,2276687872,2326841088,2231814912,2234084096,2215691008,2331663872,1648380032,1275282944,1171501952
TMPOQ US Equity,TEMPO AUTOMATION HOLDINGS IN, , ,20589000,22231000,231227616, , , , 
TEM US Equity,TEMPUS AI INC,926115968,564051968,631363968, , , , , , 
TENB US Equity,TENABLE HOLDINGS INC,1742119040,1606871040,1439529984,1248818944,690588992,558611968,460612000,164336992,105494000
TENEO SS Equity,TENEO AI AB,85600000,79430000,88655000,168580992,76955000,75300000,43576000,44186000,18318000
PKK CN Equity,TENET FINTECH GROUP INC, ,81922720,141267472,195293120,61307540,29357018,24689304,15740382,4663277
TDC US Equity,TERADATA CORP,1704000000,1872999936,2022000000,2168999936,2192999936,2056999936,2360000000,2556000000,2412999936
TER US Equity,TERADYNE INC,3708713984,3486823936,3501252096,3809424896,3652346112,2787013888,2706606080,3109544960,2762492928
TERN LN Equity,TERN PLC, ,13149715,25177300,32758604,24296258,19065112,17009220,11069300,11464696
TERRNTB SS Equity,TERRANET AB,52880000,60227000,89435000,115900000,60792000,26354000,29255000,97566000,30566000
TXN US Equity,TEXAS INSTRUMENTS INC,35508998144,32348000256,27207000064,24675999744,19350999040,18018000896,17137000448,17642000384,16430999552
TPG GR Equity,THE PLATFORM GROUP AG,323179008,284340000,87672000,96410000,69964000,45848200,44814508,43437232, 
THNC CN Equity,THINKIFIC LABS INC,61368000,97795248,102970408,132404008,12936037,5712289, , , 
THPHF US Equity,THINKPATH INC, , , , , , , , , 
THRU LN Equity,THRUVISION GROUP PLC,11601000,12448000,12755000,14658000,16122000, ,20999000,47568000,80542000
TZUP US Equity,THUMZUP MEDIA CORP,5102464,415187,1160799, , , , , , 
TIA LN Equity,TIALIS ESSENTIAL IT PLC.,14285000,16769000,15421000,15940000,22313000,40933000,46124000,85132000,84113000
TBX0 GR Equity,TICK TRADING SOFTWARE AG,4430756.5,4022221.5,6678332.5,10273563,4563081,4057613.75,3499819.5,3086240.25,3388182.75
TIETO FH Equity,TIETOEVRY OYJ,3054299904,3518400000,3393799936,3587200000,3604800000,3833700096,1197600000,1149900032,1074499968
TPGR SS Equity,TIME PEOPLE GROUP AB,84166000,122080000,138634000,134904000,103603000,105987776,68441168,44768412,28848408
TNXT IM Equity,TINEXTA SPA,1165008000,1022745984,977542976,816182016,523044000,456087008,450555008,401616000,338958016
TIOG US Equity,TINGO GROUP INC, , ,1682358016,177811008,77733000,5917000,10143000,29732000,31916000
TMNA US Equity,TINGO INC, , , ,6545195520,776102,1751499,1526176,1082631,2855
TTD/H CN Equity,TINKERINE STUDIOS LTD, , ,193739,169255,290232,304075,364348, ,783077
TINY CN Equity,TINY LTD,350529792,392635136,168741872,199522512,84793752,14016376, , , 
TITAN NA Equity,TITAN,3534000,4611000,19992000,18666000,18020000,11597000,11116000,12449000,16108000
TLDE US Equity,TLD3 ENTERTAINMENT GROUP INC, , , , , , , , , 
TMMI US Equity,TMM INC, , , , , , , , , 
TPPM US Equity,TMPOS INC, , , , , , , , , 
TOBII SS Equity,TOBII AB,1828999936,1148999936,1224000000,1224000000,1655000064,1629900032,1324800000,1342700032,1486599936
TGGL CN Equity,TOGGLE3D.AI INC, , , , , , , , , 
TOM2 NA Equity,TOMTOM NV,724417984,795891008,807502976,890739968,978019008,1309166976,1494925056,1398599040,1657523968
TONY CN Equity,TONY G CO-INVESTMENT HOLDING,989475,2909441,3210757,151505,175244,1129831,17659,18113,2086
TOI CN Equity,TOPICUS.COM INC-SUB VOTING,1535869952,1435156992,1294793984,1028318976, , , , , 
TLX/P CN Equity,TORCHLIGHT INNOVATIONS INC,90133,146067,211435,109171, , , , , 
TTZ CN Equity,TOTAL TELCOM INC,5529492,4928364,4326670,3915555,3256331,2622889,2315379,1730249,1342112
THP CN Equity,TOTALLY HIP TECHNOLOGIES INC,11471,45728,738109,1007240, ,1440233,61838,77092,8411
TGHI US Equity,TOUCHPOINT GROUP HOLDINGS, , , ,1946000,2743000,4827000,10925000,8802000,10406000
TST LN Equity,TOUCHSTAR PLC,7320000,6823000,7947000,7777000,7024000,8002000,7474000,7615000,10810000
TOUCH SS Equity,TOUCHTECH AB,58205624,51410748,50752508,57475196,14345868,8694013,10521938,15189000,4080609
MLPSH FP Equity,TPSH, , , , , , , , , 
TPTW US Equity,TPT GLOBAL TECH INC, , , , , , , , , 
TPX LN Equity,TPXIMPACT HOLDINGS PLC,82941000,115120000,125673000,104474000,60421000,35893000,6744000, ,4212000
TRCK US Equity,TRACK GROUP INC,37670008,40244560,44680840,53523240,47734908,49382192,48356284,49147132,52319324
TRCS LN Equity,TRACSIS PLC,102810000,100904000,105586000,93522000,84655000,78069000,60389000,52418000,48185000
TRAK LN Equity,TRAKM8 HOLDINGS PLC,35339000,38549000,36853000,36788000,38184000,36072000,38489000,33143402,30120212
TNLX US Equity,TRANS-LUX CORP, ,8330000,9412000,8651000,7055000,12254000,11466000,14984000,13414000
TACT US Equity,TRANSACT TECHNOLOGIES INC,44034000,54198000,51832000,50934000,42247000,36061000,34956000,33950000,32042000
EGR FP Equity,TRANSITION EVERGREEN, ,165072000,169447008,134944992,50000,4788000,3671000,3988000,5746000
TRANS SS Equity,TRANSTEMA GROUP AB,1643876992,1714134016,1602502016,859800000,758355968,878417024,1133495040,719633984, 
